pre_text,airline_sentiment
:camera: nomellamesfriki ofertan billete,neutral
parte pilotos convoca huelga diciembre,negative
españa compañia realiza primer vuelo comercial parte aerodromo carabanchel destino barcelona,positive
share rt cobran instantaneamente ventas devolver dinero ma,negative
#holaeuropa voy paris weeee,positive
miembro tripulacion manda cambiar asiento mintiendo hermana pueda ir sola,negative
cachondeo retrasos encierran jardinera min volvemos terminal encierran,negative
fantastica ironia,neutral
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,positive
vuelos clase turista premium,positive
oferta estupenda aqui noviembre hace frio anochece anochece cuatro,positive
ja ja ja favor no ofendan inteligencia intentado,negative
iba madrid #ib veiamos terminal anterior no conseguia quedarse tierra,neutral
oportunidad viajar excelente cabina premium bussines mejor experiencia,positive
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor preci,neutral
amiga acaban anular viaje easyjet esperemos comporten,negative
casi hora esperando hacinados miniautobus sol pista aterrizaje gracias,negative
renfe arrancan año rebajas billetes euros,positive
picos #airplane #picosdeeuropa #fly #asturias #mountains #snow #blackandwhite,neutral
skyscanner normalmente sale primera opcion jajajajaja marruecos francia italia desd,positive
unicos puto retraso gracias,positive
rt unionradionet pilotos irlandeses desconvocan huelga diciembre,positive
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
#holacolombia mejor momento avion ves paisajes,neutral
#aytalento #lasubcontrata #aitalento vueling compañias vuelos retrasados aeropuertos,negative
despues cierre spanair mirando si tumban aerolinea centro operaciones,negative
hola web reclamaciones vacaciones horas reintentos poder mandaros reclam,negative
seleccion tripulantes cabina sevilla malaga granada compañia,positive
first class quiza,neutral
nueva politica equipajes entrara vigor proximo enero via,negative
acabo realizar pago vuelo llega confirmacion pago tarjeta sistema,neutral
hola q tal reclamo maletas quedaron madrid ayer no dan respuesta panama,negative
efectivamente comprensible no entiendo servicio cliente no amable educado,negative
recuerdan viasa vendida precios gallina flaca luego tenian devolverla destruye,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,positive
buenos dias retraso vuelo o operado ustedes supone,negative
dicen aviones alas :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:,positive
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,neutral
torera #spain #españa #europa #europe #oviedoasturias #oviedo #asturias #arte #art,neutral
recuerda mail pronto volvemos surcar cielos juntos :smiling_face_with_heart-eyes: :airplane:,positive
vuelo no,negative
acabo volar sevilla vitoria avion lleno agusto cambio di,negative
trenes pueden salir casi igual aviones easyjet,neutral
alicante #travelthursday,positive
buenos aires dusseldorf nunca encuentro :persevering_face: :persevering_face:,negative
air europe condor eliminaron vuelos directos europa san juan,neutral
haciendo rica inditex amazon juntas :upside-down_face: :upside-down_face: :upside-down_face:,neutral
buscar frio #palnorte #muchneeded #desuranorte #breveescala #terminal #airports,positive
mira ejemplos servicio horrible avion despego jamas pasaron ver si,negative
frenazo españa gigante ‘low cost’ crece mitad cancelaciones masivas,negative
empleados prat llamados huelga navidad,neutral
ahora horarios baratos,positive
nuevos aviones felipe vi,positive
obligacion dejar maleta puerta avion primeros despues subio gente b,negative
no acordaba volar horas retraso pesimo servicio atencion,negative
surrealista mas bien prehistorico animo si necesitas ropa madrid sabes,negative
nueva sigue mismas azafatas viejas malhumoradas maleducadas siempre,negative
llevan muchisimo usarse eh creo saldria m,negative
ofrece reunirse pilotos irlandeses huelga,positive
enhorabuena vuelo hoy mad lhr ib perfecto embarque puntualidad servicio bordo,positive
norwegian reta vuelos eeuu madrid,neutral
vuela madrid caracas com ida vuelta tarifa bs f contacto lic dennis martinez,neutral
vez mismo podriais solucionar favor,negative
vuelo fr salia embarcado incomodo maletas bodega barato sale caro,negative
buscando algun vuelo barato hacia barcelona mediados año,neutral
disculpad no entiendo caso no puesto todavia contacto ofrecerme ninguna compensacion gracias,negative
volando años despues vuelo retrasado hora cero noticias parte vuelo si,negative
celebra aniversario casi siglo volando españoles,neutral
disponibilidad aerea internacional siguientes destinos tarifas sujetas cambio previo aviso contacto l,neutral
canciones ponen cada vez turbias,neutral
van volando felicidades,neutral
saliendo,neutral
hola compre pasajes traves web use opcion cuotas veo cuenta mes veo,negative
gracias responder detallito forma galletas bien hambre sido justo,positive
decidme favor avion bajo custodia algun lugar :disappointed_face:,negative
vuelos vez ir cenar mcdonalds vamos alemania total :person_shrugging: :light_skin_tone: ‍ :male_sign: ️,positive
puntos billete sale barato,positive
sonrisa personal #vueling hace viaje maravilloso ver politicas empresa,positive
portada no solo pilotos tripulantes cabina plantando cara aerolinea bajo coste irlande,negative
hace años unio madrid barcelona pesetas cuanto costaria hoy billete,neutral
video reconstruyen tragico accidente spanair ocurrido madrid,negative
hola intentando transferir avios siempre sale pantalla error teoria despues,negative
rt unionradionet reconocera sindicatos pilotos evitar huelgas,neutral
pilotos amenazan nuevas protestas europa #noticiasec,negative
air europa lanzan rebajas vuelos europa,neutral
ada colau mirando billetes belgica si acaso cogelos queden pilotos,negative
aunque cobrando ello dice usted despeinarse,negative
creo debe actualizar manual excusas esta manida inventense cosa,negative
planta pilotos iran huelga via,negative
gracias respuesta no obtenido misma reclamacion formulada perdimos vuelo gra,negative
cede pilotos reconocera sindicatos via,neutral
obligan bajar maleta bodega espacio avion vacio,negative
cansada nivel capaz echarme siesta avion,neutral
#deportesuhn vuelo procedente madrid españa llego bicicleta pedalista boyacense,negative
buen perfil atencion cliente horas #cyacartuja,positive
tomo nota llevar varios bultos equipaje mano proxima vez asegurarme entro,negative
#notasdeimpacto pasajero aerolinea harta esperar baja ala avion malga,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,neutral
cuanto pasado mail decia no daban faltad,negative
aumentara oferta bogota madrid,neutral
increible servicio aeropuerto ezeiza h si saber maleta ladrones hora,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
aumentado vuelos años :face_with_tears_of_joy: :see-no-evil_monkey: wow hablando insuficiencia permitame subsana,negative
destino solo click deseadme suerte #holaargentina hola destinos europeos mejor precio,positive
serviberia reido q veo ustedes tampoco resuelven no justo elegir comprar,negative
desastre,negative
lamentable horrible,positive
imaginais piloto darle consejos como aterrizar niebla justo u,negative
planta pilotos iran huelga via,negative
impresiona pidais imprima pdf rellene mano envie,negative
cumple años,neutral
pasajero vuelo desembarca ala avion tampoco tan raro hacen correr po,negative
:thinking_face: curioso vuelo verano invierno da igual jamas pagado,neutral
dias haciendo compras viajes ningun problema toco uds,neutral
historia viva tras años barajas vuelve ver vuelo mcdonnell douglas colores,positive
afortunadamente no taco podemos viajar avion gracias no po,neutral
cuneo,neutral
hola pregunta tieniendo nie dos años residiendo mallorca viajar mad aplica descuento residente gracias,neutral
hola queda alguna plaza podrias decirme donde fechas gracias,neutral
ahhh no sabia,neutral
asi accidente vuelo spanair letal españa decadas #video,negative
parecido interesante clausulas ley aplicable condiciones generales contratacion proposito,negative
adhiero mejor idea dueño michael leary quiere cobrarle gordas exito,negative
convoca huelga navidades #turismo,negative
pues si no pq dijeron probablemente iban denegar queja no tener papel aeropuerto,negative
aviacion reconocera sindicatos pilotos evitar huelgas,positive
seve ballesteros podria superar millon pasajeros gracias oferta :right_arrow: ️,neutral
confirmais como reis cliente haceis llamar num pago decir no devuelvo felic,negative
oferta #empleo #tcp busca auxiliares vuelo #diciembre #madrid #barcelona,positive
si aparece gustaria verlos aprovechandome publicacion jajaja,neutral
hola reserva pagada no recibi correo electronico si sms entrando correo dic,neutral
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,neutral
bien empece fumar años atrofie crecimiento ahora voy comodisimo siempre,negative
cancelan vuelo frankfurt despues horas cola dicen subamos autocar lleva,negative
#aviacion convirtio tan #banal ir #autobus #tenemosdebate,neutral
dicen conecta directamente segunda ciudad portugal capitales mundia,negative
#holaargentina :globe_showing_Europe-Africa: quiero viajarr :smiling_face_with_smiling_eyes:,positive
sufre primera huelga pilotos historia afectara,neutral
no pagais indemnizaciones cancelaciones aviacion civil britanica da raz,negative
nunca viaje final barato sale caro,negative
asi accidente vuelo spanair letal españa decadas #video,negative
piensa no pueden ser inutiles ahi van pum superan nunca,negative
debe pagar bicicleta,neutral
gracias disfrutaremos,positive
dia dia,negative
efecto domino huelga irlanda italia amenaza expandirse,negative
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
mira nuevo modelo,neutral
españa compañia realiza primer vuelo comercial parte aerodromo carabanchel destino barcelona,negative
# añosdeiberia argentina,neutral
hola persona realizado embarque malaga puerta h t #madrid d,positive
plus cumple años queremos celebrarlo contigo manera especial elige numero favorito,neutral
puede hacerle competencia :face_with_tears_of_joy:,negative
#holaargentina lindo ganar,neutral
no caso especifico entiendo paises existe facultad pol,neutral
ultima hora oferta vuelos euros via vuelosa euro,positive
plaza españa sevilla españa 🇪🇸 :heart_with_ribbon:,neutral
hacer responsable persona amiga r,negative
vuelo ib quito madrid sentada a vi perfectamente ocasiones azafata organi,negative
planea reducir mitad comisiones otas hoteles,positive
todavia vuelos barcelona badajoz abril,neutral
destino solo click deseadme suerte #holacolombia hola destinos europeos mejor precio,neutral
registrar millas vuelo madrid despues gol sao paulo mar,neutral
